标号,发行人,X1,X2,X3,X4,X5,X6,X7,,,,,,
0,新疆天富集团有限责任公司,3,9,5,3,5,6,8,,,,,,
0,福建建工集团总公司,8,4,6,6,8,2,8,,,,,,
0,山东垦利石化集团有限公司,6,6,3,3,3,10,3,,,,,,
0,国家核电技术有限公司,4,4,9,5,8,5,7,,,,,,
0,中国林业集团公司,7,6,4,8,3,5,7,,,,,,
0,南京港华燃气有限公司,1,4,6,3,6,1,4,,,,,,
0,岚桥集团有限公司,10,7,3,3,3,5,7,,,,,,
0,甘肃省农垦集团有限责任公司,3,4,3,3,3,1,10,,,,,,
0,宝塔石化集团有限公司,6,7,3,3,6,2,7,,,,,,
0,辽宁省国有资产经营有限公司,5,8,7,6,5,3,4,,,,,,
0,华数数字电视传媒集团有限公司,1,5,6,7,7,6,2,,,,,,
0,中航国际控股股份有限公司,5,7,8,9,8,6,4,,,,,,
0,东莞市交通投资集团有限公司,6,6,6,6,10,10,7,,,,,,
0,宁夏宝丰能源集团股份有限公司,9,7,4,8,6,6,1,,,,,,
0,上海东浩兰生国际服务贸易(集团)有限公司,6,6,6,6,6,2,5,,,,,,
0,中国水利水电第十一工程局有限公司,2,9,10,6,10,8,7,,,,,,
0,山东大众报业(集团)有限公司,6,6,7,9,3,2,8,,,,,,
0,中国农业发展集团有限公司,4,4,3,3,3,6,6,,,,,,
0,华润万家有限公司,6,4,10,9,10,6,9,,,,,,
0,上海外高桥资产管理有限公司,7,7,9,5,4,3,8,,,,,,
0,桂林三金集团股份有限公司,1,6,5,3,3,4,2,,,,,,
0,宁波杭州湾新区开发建设有限公司,8,9,10,5,10,9,9,,,,,,
0,中国华录集团有限公司,3,4,10,10,8,4,2,,,,,,
0,苏州文化旅游发展集团有限公司,6,5,9,3,7,4,8,,,,,,
0,福建省船舶工业集团有限公司,4,5,3,7,6,8,9,,,,,,
0,江苏国泰国际集团有限公司,6,4,7,7,5,6,7,,,,,,
0,深业集团有限公司,8,6,5,6,6,6,4,,,,,,
0,天津高速公路集团有限公司,6,6,6,6,10,8,9,,,,,,
0,广州凯得控股有限公司,6,6,6,6,6,8,6,,,,,,
0,广东省盐业集团有限公司,2,7,4,6,6,1,4,,,,,,
0,江门市建设集团有限公司,8,6,6,6,6,1,7,,,,,,
0,江苏文峰集团有限公司,4,6,3,6,6,6,6,,,,,,
0,北京对外经贸控股集团有限公司,7,4,3,3,6,7,7,,,,,,
0,江西省出版集团公司,3,6,3,5,4,6,1,,,,,,
0,南京市玄武区国有资产投资管理控股(集团)有限公司,6,8,6,6,6,9,5,,,,,,
0,苏州创元投资发展(集团)有限公司,5,6,8,6,5,1,3,,,,,,
0,潍坊水务投资有限责任公司,6,8,3,3,3,8,7,,,,,,
0,黄石市国有资产经营有限公司,1,6,8,6,6,6,8,,,,,,
0,中国生物技术股份有限公司,2,6,10,9,8,6,3,,,,,,
0,潍柴控股集团有限公司,1,4,5,3,3,1,8,,,,,,
0,上海华虹(集团)有限公司,9,6,8,3,6,4,4,,,,,,
0,光明房地产集团股份有限公司,9,9,7,4,4,1,7,,,,,,
0,中山城市建设集团有限公司,7,10,6,6,6,10,8,,,,,,
0,天津泰港实业有限公司,8,4,6,6,9,8,8,,,,,,
0,安徽省高速地产集团有限公司,10,10,6,3,8,4,5,,,,,,
0,北京水务投资中心,6,6,3,4,6,6,9,,,,,,
0,北京海纳川汽车部件股份有限公司,7,6,10,9,9,5,8,,,,,,
0,北京金泰集团有限公司,8,10,3,3,6,9,6,,,,,,
0,中国水务投资有限公司,6,6,6,6,6,7,5,,,,,,
0,鹰潭市投资公司,10,8,6,6,6,10,7,,,,,,
0,华润电力投资有限公司,6,6,9,7,8,6,1,,,,,,
0,赤峰市城市基础设施投资开发有限公司,8,7,6,6,6,6,5,,,,,,
0,大冶有色金属集团控股有限公司,9,9,7,7,9,7,9,,,,,,
0,河钢股份有限公司,5,4,10,10,9,8,9,,,,,,
0,河北海伟交通设施集团有限公司,9,7,3,3,3,6,1,,,,,,
0,海航投资集团股份有限公司,4,4,6,4,6,6,4,,,,,,
0,花样年集团(中国)有限公司,9,10,6,5,6,6,4,,,,,,
0,新奥(中国)燃气投资有限公司,3,4,7,7,6,1,3,,,,,,
0,陕西东岭工贸集团股份有限公司,10,9,7,6,9,7,7,,,,,,
0,苏州市吴江东方国有资本投资经营有限公司,1,10,6,6,6,6,7,,,,,,
0,中国泛海控股集团有限公司,10,8,6,6,3,1,3,,,,,,
0,铜陵有色金属集团控股有限公司,6,4,3,4,6,6,9,,,,,,
0,广东省机场管理集团有限公司,2,4,4,8,3,7,3,,,,,,
0,闽西兴杭国有资产投资经营有限公司,2,6,6,7,5,5,9,,,,,,
0,北京生物医药产业基地发展有限公司,6,8,3,7,3,10,6,,,,,,
0,河北广电信息网络集团股份有限公司,1,4,3,3,3,1,6,,,,,,
0,荆州开发区城市建设投资开发有限公司,7,4,3,3,3,10,2,,,,,,
0,清远市交通建设开发公司,6,6,6,6,6,10,5,,,,,,
0,北京市华远集团有限公司,10,10,8,6,6,8,3,,,,,,
0,新疆生产建设兵团农八师天山铝业有限公司,6,7,9,9,10,9,7,,,,,,
0,江苏联峰实业股份有限公司,8,9,10,10,10,9,9,,,,,,
0,湘江产业投资有限责任公司,6,6,6,7,6,6,,,,,,,
0,三明市交通建设集团有限公司,1,5,3,3,6,10,6,,,,,,
0,嘉兴市文化名城投资集团有限公司,7,10,6,6,3,4,6,,,,,,
0,中国机械工业集团有限公司,6,5,6,5,6,1,2,,,,,,
0,雅安市国有资产经营有限责任公司,1,4,3,3,6,7,4,,,,,,
0,中国核能电力股份有限公司,1,4,6,10,5,10,3,,,,,,
0,广东南方报业传媒集团有限公司,6,6,6,10,6,6,6,,,,,,
0,福州市水务投资发展有限公司,1,6,6,6,6,9,8,,,,,,
0,内蒙古阜丰生物科技有限公司,5,7,9,4,9,6,5,,,,,,
0,华宝投资有限公司,1,4,6,6,6,6,5,,,,,,
0,世纪金源投资集团有限公司,8,9,3,3,7,9,1,,,,,,
0,广州合景房地产开发有限公司,9,10,9,6,6,6,8,,,,,,
0,邢台钢铁有限责任公司,9,7,6,10,6,6,9,,,,,,
0,中粮置业投资有限公司,10,6,6,7,6,3,4,,,,,,
0,中静新华资产管理有限公司,10,4,10,6,6,6,,,,,,,
0,狮桥融资租赁(中国)有限公司,10,9,8,10,6,6,9,,,,,,
0,北京望京搜候房地产有限公司,10,6,6,6,3,6,9,,,,,,
0,上海电气(集团)总公司,4,6,9,8,6,1,5,,,,,,
0,中交疏浚(集团)股份有限公司,2,5,10,7,9,6,2,,,,,,
0,宜昌兴发集团有限责任公司,9,8,6,7,7,5,9,,,,,,
0,宁夏伊品生物科技股份有限公司,4,4,7,6,6,6,3,,,,,,
0,青岛港国际股份有限公司,4,4,9,10,9,6,3,,,,,,
0,远东智慧能源股份有限公司,6,6,6,6,6,6,3,,,,,,
0,山东高速集团有限公司,8,4,6,6,6,4,5,,,,,,
0,江苏汇鸿国际集团股份有限公司,5,6,4,4,6,4,3,,,,,,
0,厦门港务控股集团有限公司,2,5,6,6,6,4,6,,,,,,
0,冀中能源峰峰集团有限公司,1,4,9,6,7,3,8,,,,,,
0,中国航空技术国际控股有限公司,5,5,8,8,8,1,6,,,,,,
0,厦门钨业股份有限公司,5,4,5,8,3,4,10,,,,,,
0,无锡市国联发展(集团)有限公司,4,8,9,3,5,9,5,,,,,,
0,中国国电集团公司,7,5,6,6,6,2,5,,,,,,
0,中国外运股份有限公司,2,5,8,8,9,6,3,,,,,,
0,新兴际华集团有限公司,8,4,3,3,5,2,6,,,,,,
0,北京市国有资产经营有限责任公司,8,5,5,3,6,3,4,,,,,,
0,北京银建投资公司,6,4,6,6,6,9,8,,,,,,
0,广东恒健投资控股有限公司,5,6,6,7,4,6,3,,,,,,
0,温州市公用事业投资集团有限公司,6,9,6,6,3,8,9,,,,,,
0,广西投资集团有限公司,6,5,8,3,7,5,6,,,,,,
0,嘉兴市城市投资发展集团有限公司,5,4,6,6,3,8,7,,,,,,
0,大连港集团有限公司,4,6,7,6,7,7,7,,,,,,
0,福建省交通运输集团有限责任公司,6,6,6,6,6,4,8,,,,,,
0,杭州市交通投资集团有限公司,3,8,6,10,6,10,6,,,,,,
0,日照港集团有限公司,6,9,4,3,3,5,9,,,,,,
0,中航机电系统有限公司,6,4,9,7,9,2,7,,,,,,
0,安徽省投资集团控股有限公司,7,7,6,6,5,7,7,,,,,,
0,陕西煤业化工集团有限责任公司,4,6,6,6,6,1,9,,,,,,
0,北京海国鑫泰投资控股中心,6,8,6,6,6,6,7,,,,,,
0,珠海港控股集团有限公司,2,6,7,5,6,6,9,,,,,,
0,中国水利水电第七工程局有限公司,9,6,10,5,10,8,8,,,,,,
0,四川省交通投资集团有限责任公司,6,5,3,7,4,6,7,,,,,,
0,中国商用飞机有限责任公司,6,6,4,5,3,6,9,,,,,,
0,远东国际租赁有限公司,7,4,5,4,8,6,8,,,,,,
0,浙江省能源集团有限公司,3,5,7,6,7,9,2,,,,,,
0,重庆市国有文化资产经营管理有限责任公司,5,6,3,3,6,1,6,,,,,,
0,沈阳惠天热电股份有限公司,2,4,6,8,7,1,6,,,,,,
0,铜陵化学工业集团有限公司,4,7,6,4,9,6,8,,,,,,
0,上海张江(集团)有限公司,6,7,6,6,6,5,6,,,,,,
0,上海申通地铁股份有限公司,9,7,3,10,3,10,8,,,,,,
0,万丰奥特控股集团有限公司,8,7,3,7,3,3,5,,,,,,
0,浙江新澳实业有限公司,6,7,3,3,3,4,4,,,,,,
0,北京京煤集团有限责任公司,6,7,3,3,10,5,9,,,,,,
0,国泰租赁有限公司,7,10,10,3,6,6,9,,,,,,
0,南京高精传动设备制造集团有限公司,8,7,8,7,7,5,1,,,,,,
0,山西能源交通投资有限公司,2,8,6,6,6,5,8,,,,,,
0,辽宁方大集团实业有限公司,9,8,4,4,6,4,9,,,,,,
0,云南保山电力股份有限公司,3,6,6,4,6,10,10,,,,,,
0,昆明钢铁控股有限公司,6,9,6,6,10,9,10,,,,,,
0,乌鲁木齐国有资产经营(集团)有限公司,6,10,7,4,8,7,8,,,,,,
0,河南省收费还贷高速公路管理有限公司,6,6,6,6,6,9,5,,,,,,
0,山西国际电力集团有限公司,5,8,8,9,8,6,7,,,,,,
0,隆鑫控股有限公司,6,6,6,7,6,6,8,,,,,,
0,昆明自来水集团有限公司,1,4,6,6,6,6,9,,,,,,
0,山西天然气有限公司,2,10,10,9,9,7,5,,,,,,
0,河南心连心化肥有限公司,6,6,3,5,6,6,4,,,,,,
0,昆山创业控股集团有限公司,6,8,6,6,6,4,1,,,,,,
0,贵州产业投资(集团)有限责任公司,6,7,6,6,6,10,3,,,,,,
0,无锡市市政公用产业集团有限公司,2,10,6,6,5,8,5,,,,,,
0,无锡市交通产业集团有限公司,6,9,5,8,10,9,8,,,,,,
0,武汉金融控股(集团)有限公司,3,7,6,6,6,2,6,,,,,,
0,北方联合电力有限责任公司,3,6,6,3,6,9,10,,,,,,
0,安徽省外经建设(集团)有限公司,5,4,6,6,6,9,6,,,,,,
0,宜宾市国有资产经营有限公司,3,7,5,6,4,2,2,,,,,,
0,重庆供销控股(集团)有限公司,4,5,6,6,6,2,5,,,,,,
0,广州港集团有限公司,1,5,6,7,7,4,6,,,,,,
0,广铝集团有限公司,8,6,6,6,6,4,7,,,,,,
0,陕西旅游集团有限公司,7,9,6,6,8,1,8,,,,,,
0,温州市工业投资集团有限公司,2,6,6,6,5,7,8,,,,,,
0,山东水务发展集团有限公司,4,6,6,6,10,4,9,,,,,,
0,兰州兰石集团有限公司,9,6,6,6,6,6,6,,,,,,
0,西安水务(集团)有限责任公司,6,6,6,6,6,1,9,,,,,,
0,苏州科技城发展有限公司,10,10,6,6,6,2,5,,,,,,
0,北京市首都公路发展集团有限公司,10,6,6,6,5,3,7,,,,,,
0,长春市轨道交通集团有限公司,1,6,6,6,6,7,6,,,,,,
0,杭州萧山国际机场有限公司,6,6,6,6,6,4,5,,,,,,
0,中国建筑一局(集团)有限公司,4,6,5,4,7,1,5,,,,,,
0,浙江昆仑控股集团有限公司,9,8,6,6,6,2,7,,,,,,
0,中国汽车技术研究中心,4,6,6,6,6,3,1,,,,,,
0,宁波金田投资控股有限公司,8,6,6,6,6,2,6,,,,,,
0,南京中电熊猫信息产业集团有限公司,8,6,6,6,8,2,7,,,,,,
0,华鲁控股集团有限公司,6,6,6,6,6,4,3,,,,,,
0,青岛啤酒集团有限公司,4,6,6,6,6,6,3,,,,,,
0,南京港(集团)有限公司,1,5,6,6,3,4,8,,,,,,
0,上海永达投资控股集团有限公司,6,6,3,5,3,6,5,,,,,,
0,广东珠三角城际轨道交通有限公司,6,4,3,10,6,6,5,,,,,,
0,河北建投新能源有限公司,6,4,3,3,6,10,7,,,,,,
0,厦门市政集团有限公司,1,6,3,3,4,3,8,,,,,,
0,大秦铁路股份有限公司,1,4,8,8,10,9,2,,,,,,
0,广州越秀融资租赁有限公司,6,10,6,6,6,6,,,,,,,
0,新和成控股集团有限公司,5,7,5,6,5,5,2,,,,,,
0,四川峨胜水泥集团股份有限公司,8,4,5,3,3,8,9,,,,,,
0,新疆凯迪投资有限责任公司,9,4,3,3,3,8,3,,,,,,
0,四川铁骑力士实业有限公司,6,6,6,6,8,2,2,,,,,,
0,大连国有资源投资集团有限公司,2,6,6,6,6,6,5,,,,,,
0,广东省航运集团有限公司,6,6,6,6,6,6,5,,,,,,
0,杭州正才控股集团有限公司,10,7,8,9,8,6,6,,,,,,
0,上海外高桥集团股份有限公司,6,6,9,5,6,3,8,,,,,,
0,国电华北电力有限公司,6,4,5,9,3,1,4,,,,,,
0,河北建设投资集团有限责任公司,6,5,6,6,6,3,4,,,,,,
0,上海徐家汇商城(集团)有限公司,6,6,6,6,6,6,3,,,,,,
0,城发投资集团有限公司,6,9,6,6,6,6,7,,,,,,
0,义乌市国有资本运营中心,6,4,6,6,6,6,6,,,,,,
0,烨辉(中国)科技材料有限公司,2,6,7,3,7,8,9,,,,,,
0,武汉商贸国有控股集团有限公司,9,6,6,6,6,5,5,,,,,,
0,中航高科技发展有限公司,4,6,10,9,10,4,6,,,,,,
0,合肥市工业投资控股有限公司,6,10,6,6,6,5,7,,,,,,
0,威高集团有限公司,6,7,6,7,6,1,2,,,,,,
0,重庆市轨道交通(集团)有限公司,2,6,6,6,8,9,8,,,,,,
0,中国金茂(集团)有限公司,6,6,6,6,6,1,4,,,,,,
0,浙江中成控股集团有限公司,6,8,6,6,5,5,7,,,,,,
0,甘肃省电力投资集团有限责任公司,6,6,6,6,6,7,10,,,,,,
0,重庆高速公路集团有限公司,10,6,3,6,7,7,7,,,,,,
0,上海申通地铁集团有限公司,1,10,7,8,9,9,7,,,,,,
0,河北出版传媒集团有限责任公司,6,6,6,6,6,6,2,,,,,,
0,中国中材集团有限公司,5,6,3,3,4,2,7,,,,,,
0,长江经济联合发展(集团)股份有限公司,7,6,3,6,4,1,8,,,,,,
0,温州市交通运输集团有限公司,7,10,6,6,6,1,9,,,,,,
0,重庆高速公路股份有限公司,6,6,6,6,6,6,8,,,,,,
0,贵州盘江投资控股(集团)有限公司,2,7,6,6,6,5,10,,,,,,
0,徐州矿务集团有限公司,2,5,6,6,6,3,10,,,,,,
0,广东省路桥建设发展有限公司,10,5,6,6,10,10,8,,,,,,
0,玖龙纸业(天津)有限公司,6,6,5,10,3,4,7,,,,,,
0,新奥生态控股股份有限公司,10,6,10,7,9,5,7,,,,,,
0,广州市城市建设投资集团有限公司,2,9,8,9,4,5,6,,,,,,
0,海通恒信国际租赁有限公司,1,6,6,6,6,6,7,,,,,,
0,四川双马水泥股份有限公司,2,6,5,8,3,7,10,,,,,,
0,广西北部湾投资集团有限公司,6,9,6,6,6,6,7,,,,,,
0,青岛前湾集装箱码头有限责任公司,6,6,10,10,9,6,1,,,,,,
0,中国通用技术(集团)控股有限责任公司,6,4,6,6,6,3,6,,,,,,
0,广东省铁路建设投资集团有限公司,6,6,6,6,6,6,8,,,,,,
0,广州市建筑集团有限公司,6,6,6,6,6,6,5,,,,,,
0,安徽广电传媒产业集团有限责任公司,6,6,3,3,4,7,3,,,,,,
0,重庆城市交通开发投资(集团)有限公司,6,9,10,10,8,6,9,,,,,,
0,福建省高速公路有限责任公司,6,6,6,6,6,6,8,,,,,,
0,福建龙净环保股份有限公司,4,5,6,6,6,6,3,,,,,,
0,南京禄口国际机场有限公司,6,6,6,6,6,5,7,,,,,,
0,山东广电网络有限公司,6,6,5,5,4,4,3,,,,,,
0,合肥市国有资产控股有限公司,6,5,6,6,6,6,7,,,,,,
0,宝鸡钛业股份有限公司,3,6,3,3,7,6,10,,,,,,
0,四川华西集团有限公司,4,10,6,6,4,1,7,,,,,,
0,广东省建筑工程集团有限公司,5,9,6,6,6,4,9,,,,,,
0,广州电气装备集团有限公司,6,9,7,3,7,3,9,,,,,,
0,怀化市水业投资总公司,4,6,6,6,6,8,7,,,,,,
0,山西太钢不锈钢股份有限公司,5,6,10,9,9,6,10,,,,,,
0,衣念(上海)时装贸易有限公司,6,6,9,10,9,6,7,,,,,,
0,重庆钢铁集团矿业有限公司,9,6,10,5,6,9,9,,,,,,
0,北方凌云工业集团有限公司,3,6,6,6,3,3,4,,,,,,
0,重庆市武隆喀斯特旅游(集团)有限公司,6,6,6,6,10,5,4,,,,,,
0,郑州市热力总公司,6,9,6,10,6,2,6,,,,,,
0,厦门轻工集团有限公司,3,6,6,6,6,7,7,,,,,,
0,天津华勘集团有限公司,4,10,6,6,4,3,9,,,,,,
0,重庆乌江电力有限公司,6,6,6,6,6,6,8,,,,,,
0,长沙通程实业(集团)有限公司,8,4,3,3,3,5,9,,,,,,
0,陕西华山旅游集团有限公司,4,4,3,9,3,6,8,,,,,,
0,华鑫置业(集团)有限公司,6,6,6,6,6,6,6,,,,,,
0,仲利国际租赁有限公司,6,6,6,6,6,6,7,,,,,,
0,桂林市交通投资控股集团有限公司,6,6,6,6,6,6,10,,,,,,
0,中国水利水电第四工程局有限公司,2,4,10,5,8,6,8,,,,,,
0,厦门思明国有控股集团有限公司,6,10,3,3,8,9,9,,,,,,
0,湖南省建筑工程集团总公司,4,6,3,3,3,3,5,,,,,,
0,中国水利水电第十三工程局有限公司,2,7,10,8,10,8,9,,,,,,
0,苏州金螳螂企业(集团)有限公司,4,4,6,6,6,1,6,,,,,,
0,上海国有资产经营有限公司,2,4,6,6,6,6,,,,,,,
0,建发房地产集团有限公司,10,6,6,5,6,6,2,,,,,,
0,安徽省农垦集团有限公司,6,6,6,6,6,6,5,,,,,,
0,河南省农业综合开发公司,9,8,3,3,3,3,6,,,,,,
0,云南农垦集团有限责任公司,5,5,6,6,6,6,6,,,,,,
0,中电建路桥集团有限公司,7,4,6,10,9,7,6,,,,,,
0,福州文化旅游投资集团有限公司,6,4,3,3,3,9,8,,,,,,
0,中国电建地产集团有限公司,9,4,3,10,4,9,7,,,,,,
0,广东省公路建设有限公司,10,4,6,9,7,7,8,,,,,,
0,中粮生物化学(安徽)股份有限公司,9,6,9,10,8,8,10,,,,,,
0,龙岩市汇金发展集团有限公司,2,9,6,6,3,9,7,,,,,,
0,陕西建工集团有限公司,3,6,6,6,6,1,7,,,,,,
0,山西省经济建设投资集团有限公司,6,6,6,6,6,6,7,,,,,,
0,新东北电气集团高压开关设备有限公司,9,6,10,10,9,7,7,,,,,,
0,重庆轻纺控股(集团)公司,5,4,4,4,3,4,7,,,,,,
0,南京铁路建设投资有限责任公司,2,4,6,6,3,10,6,,,,,,
0,天津劝业场(集团)股份有限公司,6,6,9,3,10,10,9,,,,,,
0,重庆高科集团有限公司,6,6,8,8,10,10,2,,,,,,
0,华能澜沧江水电股份有限公司,2,4,3,9,10,10,9,,,,,,
0,招金矿业股份有限公司,3,4,4,9,9,6,6,,,,,,
0,陕西省交通建设集团公司,10,4,3,6,10,4,8,,,,,,
0,物产中大集团股份有限公司,6,5,5,6,3,2,4,,,,,,
0,北京神州泰岳软件股份有限公司,2,7,4,6,5,6,7,,,,,,
0,青岛能源热电有限公司,3,8,6,9,7,7,10,,,,,,
0,鲁西化工集团股份有限公司,5,7,4,5,7,3,7,,,,,,
0,晋能集团有限公司,2,10,3,3,5,3,9,,,,,,
0,重庆铁发遂渝高速公路有限公司,6,4,6,10,3,9,2,,,,,,
0,九州通医药集团股份有限公司,6,9,5,4,5,1,7,,,,,,
0,成都市公共交通集团有限公司,2,9,4,3,3,9,8,,,,,,
0,湛江港(集团)股份有限公司,1,4,8,5,6,5,10,,,,,,
0,红狮控股集团有限公司,6,6,3,3,4,1,6,,,,,,
0,国药控股股份有限公司,5,4,6,7,4,1,4,,,,,,
0,陕西省高速公路建设集团公司,6,9,3,3,3,2,9,,,,,,
0,湖南富兴集团有限公司,1,4,6,6,3,5,6,,,,,,
0,中广核风电有限公司,1,4,3,7,3,7,5,,,,,,
0,宝钢金属有限公司,2,6,9,10,6,1,8,,,,,,
0,常熟市城市经营投资有限公司,6,10,3,3,3,6,4,,,,,,
0,江西省铁路投资集团公司,8,7,3,3,7,7,9,,,,,,
0,天津中环半导体股份有限公司,4,4,9,10,10,6,6,,,,,,
0,云南驰宏锌锗股份有限公司,4,5,5,6,8,7,8,,,,,,
0,宜宾天原集团股份有限公司,8,5,7,4,3,7,8,,,,,,
0,山西西山煤电股份有限公司,5,8,9,10,9,8,9,,,,,,
0,吴江经济技术开发区发展总公司,8,10,6,6,6,6,,,,,,,
0,苏州元禾控股股份有限公司,6,7,6,5,6,4,2,,,,,,
0,内蒙古蒙电华能热电股份有限公司,1,4,8,10,8,3,9,,,,,,
0,海通开元投资有限公司,6,6,6,6,6,9,,,,,,,
0,广东榕泰实业股份有限公司,7,6,6,6,6,4,9,,,,,,
0,南通国有资产投资控股有限公司,3,10,6,6,6,9,2,,,,,,
0,南通汽运实业集团有限公司,8,8,5,5,6,5,8,,,,,,
0,海南海药股份有限公司,7,7,5,7,5,7,3,,,,,,
0,兴源环境科技股份有限公司,1,4,3,3,3,4,6,,,,,,
0,贵人鸟股份有限公司,9,4,3,7,5,4,5,,,,,,
0,中铝宁夏能源集团有限公司,8,6,9,6,6,6,6,,,,,,
0,山东宏桥新型材料有限公司,2,5,4,9,3,9,8,,,,,,
0,国电福建电力有限公司,7,4,9,10,5,9,7,,,,,,
0,北京市政路桥股份有限公司,6,6,6,6,6,6,8,,,,,,
0,五凌电力有限公司,6,6,7,8,5,6,2,,,,,,
0,云南华电金沙江中游水电开发有限公司,6,4,6,6,6,10,8,,,,,,
0,苏州乐园发展有限公司,7,4,6,5,3,5,1,,,,,,
0,湖北宜化化工股份有限公司,6,7,4,8,8,3,9,,,,,,
0,中国建筑第五工程局有限公司,6,4,6,6,6,6,3,,,,,,
0,四川省盐业总公司,4,5,6,6,8,9,2,,,,,,
0,金发科技股份有限公司,4,6,3,6,3,1,3,,,,,,
0,张家界市武陵源旅游产业发展有限公司,6,4,3,3,3,10,3,,,,,,
0,上海国际集团资产管理有限公司,6,6,6,6,6,10,1,,,,,,
0,湖南兴湘投资控股集团有限公司,6,6,6,6,6,6,5,,,,,,
0,安徽省国有资产运营有限公司,2,6,6,6,5,6,3,,,,,,
0,浙江省农村发展集团有限公司,3,10,6,6,3,7,6,,,,,,
0,杭州滨江房产集团股份有限公司,9,4,6,3,9,1,1,,,,,,
0,北京时尚控股有限责任公司,6,6,6,6,6,6,4,,,,,,
0,七冶建设集团有限责任公司,4,4,6,6,3,4,7,,,,,,
0,江苏连云港港口股份有限公司,6,4,9,10,7,3,9,,,,,,
0,大连万达商业地产股份有限公司,10,9,3,7,9,2,3,,,,,,
0,格盟国际能源有限公司,6,6,6,5,7,8,9,,,,,,
0,云南旅游股份有限公司,2,4,9,3,8,7,4,,,,,,
0,北京掌趣科技股份有限公司,3,4,3,4,3,8,3,,,,,,
0,广东珠江投资股份有限公司,9,8,5,9,9,7,9,,,,,,
0,新疆五家渠城市建设投资经营有限公司,5,5,10,3,6,9,6,,,,,,
0,天津市宁河区兴宁建设投资集团有限公司,6,10,6,6,3,10,8,,,,,,
0,温州市铁路与轨道交通投资集团有限公司,1,8,3,3,3,10,5,,,,,,
0,景德镇陶瓷文化旅游发展有限责任公司,8,4,3,3,3,10,,,,,,,
0,唐山金融控股集团股份有限公司,6,7,3,3,3,10,9,,,,,,
0,唐山市冀东物贸集团有限责任公司,6,6,6,7,4,5,9,,,,,,
0,苏州国际发展集团有限公司,6,8,6,6,6,6,5,,,,,,
0,江苏省盐业集团有限责任公司,6,4,3,3,3,5,4,,,,,,
0,中山兴中集团有限公司,6,7,3,3,3,7,6,,,,,,
0,山西建筑工程(集团)总公司,6,6,3,3,3,1,8,,,,,,
0,福建阳光集团有限公司,1,4,3,3,3,1,5,,,,,,
0,蓬莱市蓬莱阁旅游有限责任公司,6,9,6,6,6,6,9,,,,,,
0,遵义市红花岗城市建设投资经营有限公司,9,8,3,3,3,10,1,,,,,,
0,四川省铁路集团有限责任公司,7,7,10,3,7,7,9,,,,,,
0,浙江大东南集团有限公司,7,7,6,6,6,3,5,,,,,,
0,江苏南通二建集团有限公司,1,9,6,6,6,3,7,,,,,,
0,广州金融控股集团有限公司,8,4,3,6,5,6,8,,,,,,
0,阳光凯迪新能源集团有限公司,8,4,3,3,9,9,8,,,,,,
0,中芯国际集成电路制造有限公司,5,4,9,6,6,6,,,,,,,
0,北京神雾环境能源科技集团股份有限公司,6,10,9,3,7,7,9,,,,,,
0,江苏省沿海开发集团有限公司,4,4,3,3,3,3,5,,,,,,
0,贵州省物资集团有限责任公司,8,4,8,7,7,6,8,,,,,,
0,山西建设发展有限公司,4,4,3,3,3,1,8,,,,,,
0,湖北省科技投资集团有限公司,1,10,9,10,9,9,7,,,,,,
0,贵阳市工业投资(集团)有限公司,7,7,6,7,3,2,9,,,,,,
0,贵州省公路工程集团有限公司,4,10,10,7,8,8,7,,,,,,
0,潍坊市投资公司,2,9,3,3,3,6,7,,,,,,
0,亿阳集团股份有限公司,8,8,3,3,3,7,5,,,,,,
0,启东市城市建设投资开发总公司,8,10,3,3,3,10,7,,,,,,
0,新天绿色能源股份有限公司,1,6,3,3,3,8,9,,,,,,
0,华峰集团有限公司,8,6,4,3,4,2,5,,,,,,
0,即墨市城市旅游开发投资有限公司,10,10,3,10,10,9,3,,,,,,
0,融科智地房地产股份有限公司,9,10,5,7,3,6,7,,,,,,
0,福清市国有资产营运投资有限公司,6,6,10,3,10,10,5,,,,,,
0,山东能源集团有限公司,5,5,3,3,3,2,9,,,,,,
0,内蒙古高等级公路建设开发有限责任公司,6,6,3,3,3,6,10,,,,,,
0,海航航空集团有限公司,9,9,8,9,9,6,8,,,,,,
0,深圳市龙光控股有限公司,9,5,8,4,10,6,3,,,,,,
0,浙江金汇五金产业有限公司,8,9,3,3,3,10,8,,,,,,
0,青岛西海岸发展(集团)有限公司,7,9,3,3,3,6,8,,,,,,
0,阳江市恒财城市投资控股有限公司,7,4,3,3,3,9,9,,,,,,
0,桂林新城投资开发集团有限公司,10,8,10,3,3,9,5,,,,,,
0,重庆市长寿生态旅业开发有限公司,9,8,3,3,3,10,7,,,,,,
0,中国牧工商(集团)总公司,6,4,3,3,3,6,3,,,,,,
0,广东美的置业有限公司,4,8,5,6,9,6,7,,,,,,
0,宁夏农垦集团有限公司,9,6,3,3,3,4,6,,,,,,
0,四川新希望房地产开发有限公司,9,9,3,4,3,7,8,,,,,,
0,福建漳龙集团有限公司,4,4,3,3,3,8,8,,,,,,
0,绍兴市交通投资集团有限公司,6,10,3,3,5,5,8,,,,,,
0,安徽省供销商业总公司,8,9,3,3,3,2,10,,,,,,
0,北京市海淀区玉渊潭农工商总公司,1,4,4,3,3,9,1,,,,,,
